task,mae,mse
weather_ordinal,0.08734939759036145,0.09939759036144578
adult_ordinal,0.29874213836477986,0.4056603773584906
weather_ordinal,0.08283132530120482,0.09487951807228916
adult_ordinal,0.29874213836477986,0.39937106918238996
