method,mae
MAS,0.11144578313253012
BAU,0.12198795180722892
SAD,0.08283132530120482
ORACLE,0.018072289156626505
DEM,0.08433734939759036
RANDOM,0.16716867469879518
MAS_MERGE,0.10240963855421686
BAU_MERGE,0.09939759036144578
SAD_MERGE,0.08433734939759036
DEM_MERGE,0.08734939759036145
ORACLE_MERGE,0.03614457831325301
UNIFORM_MERGE,0.08885542168674698
CATD_MERGE,0.09487951807228916
CATD,0.08283132530120482
GPM,0.07228915662650602
GPM_MERGE,0.10692771084337349
