method,mae
MAS,0.9241666666666664
BAU,1.5375
SAD,1.1524999999999999
ORACLE,0.5208333333333333
DEM,1.0524999999999998
RANDOM,1.9258333333333333
MAS_MERGE,0.9437198095614806
BAU_MERGE,0.8840983326539977
SAD_MERGE,1.0915449020072308
DEM_MERGE,0.9894746829416721
ORACLE_MERGE,0.8284204933601644
UNIFORM_MERGE,0.8858333333333334
CATD_MERGE,1.0486461961725948
GPM,1.6074999999999997
GPM_MERGE,1.265687392445578
