task,dist_fn,eval_fn,method,acc,f1_macro,f1_weighted,supervision_amt,fold,noise,suffix
movie,exact match dist,exact match eval,MAS,0.996,0.9959983993597439,0.996,0.0,,0.7,var0.2
movie,exact match dist,exact match eval,BAU,0.974,0.9739765789210288,0.9739921929736763,0.0,,0.7,var0.2
movie,exact match dist,exact match eval,SAD,0.976,0.9759811692366815,0.9759946197819089,0.0,,0.7,var0.2
movie,exact match dist,exact match eval,ORACLE,1.0,1.0,1.0,0.0,,0.7,var0.2
movie,exact match dist,exact match eval,DEM,0.966,0.9659835360314393,0.9659985032755853,0.0,,0.7,var0.2
movie,exact match dist,exact match eval,RANDOM,0.712,0.7115384615384616,0.7117692307692308,0.0,,0.7,var0.2
movie,exact match dist,exact match eval,MAS,1.0,1.0,1.0,0.0,,0.7,var0.25
movie,exact match dist,exact match eval,BAU,0.996,0.9959976946721312,0.9959996157786887,0.0,,0.7,var0.25
movie,exact match dist,exact match eval,SAD,0.932,0.931990206589749,0.9320065289401676,0.0,,0.7,var0.25
movie,exact match dist,exact match eval,ORACLE,1.0,1.0,1.0,0.0,,0.7,var0.25
movie,exact match dist,exact match eval,DEM,0.94,0.9399913587556608,0.9400057608295594,0.0,,0.7,var0.25
movie,exact match dist,exact match eval,RANDOM,0.676,0.6759170347608989,0.6760207413097754,0.0,,0.7,var0.25
