task,dist_fn,eval_fn,method,acc,f1_macro,f1_weighted,supervision_amt,fold,noise,suffix
dog,exact match dist,exact match eval,RANDOM,0.4635658914728682,0.46320810538980695,0.4643198807851532,0.2,1,0.45,var0.25
dog,exact match dist,exact match eval,MAS,0.8651162790697674,0.8647051582642118,0.86517267731945,0.2,2,0.45,var0.25
dog,exact match dist,exact match eval,BAU,0.8015503875968992,0.8019343234621485,0.8013044545153857,0.2,2,0.45,var0.25
dog,exact match dist,exact match eval,SAD,0.7767441860465116,0.7765308538784923,0.7768049997901445,0.2,2,0.45,var0.25
dog,exact match dist,exact match eval,ORACLE,1.0,1.0,1.0,0.2,2,0.45,var0.25
dog,exact match dist,exact match eval,DEM,0.7922480620155039,0.7928737474355525,0.7921617953462441,0.2,2,0.45,var0.25
dog,exact match dist,exact match eval,RANDOM,0.4868217054263566,0.48496494932898715,0.48810021959138633,0.2,2,0.45,var0.25
dog,exact match dist,exact match eval,MAS,0.8761609907120743,0.875866104711551,0.8762230952781384,0.2,3,0.45,var0.25
dog,exact match dist,exact match eval,BAU,0.8003095975232198,0.800688284734224,0.8001043951142804,0.2,3,0.45,var0.25
dog,exact match dist,exact match eval,SAD,0.781733746130031,0.7820923922970318,0.7816613780528626,0.2,3,0.45,var0.25
dog,exact match dist,exact match eval,ORACLE,1.0,1.0,1.0,0.2,3,0.45,var0.25
dog,exact match dist,exact match eval,DEM,0.7972136222910217,0.7984392408343981,0.7970439529413773,0.2,3,0.45,var0.25
dog,exact match dist,exact match eval,RANDOM,0.47678018575851394,0.47390682501896275,0.4775185340753944,0.2,3,0.45,var0.25
dog,exact match dist,exact match eval,MAS,0.8869969040247678,0.886123581755951,0.8869056025697435,0.2,4,0.45,var0.25
dog,exact match dist,exact match eval,BAU,0.8034055727554179,0.8025257798710186,0.8034799987756706,0.2,4,0.45,var0.25
dog,exact match dist,exact match eval,SAD,0.781733746130031,0.7819133916387013,0.7816306590005943,0.2,4,0.45,var0.25
dog,exact match dist,exact match eval,ORACLE,1.0,1.0,1.0,0.2,4,0.45,var0.25
dog,exact match dist,exact match eval,DEM,0.804953560371517,0.8053653325044229,0.8047423960514573,0.2,4,0.45,var0.25
dog,exact match dist,exact match eval,RANDOM,0.47987616099071206,0.47872239805012917,0.4801561604095621,0.2,4,0.45,var0.25
dog,exact match dist,exact match eval,MAS,0.8730650154798761,0.8725232933468228,0.872971064108926,0.2,5,0.45,var0.25
dog,exact match dist,exact match eval,BAU,0.8018575851393189,0.8009880425924645,0.801993776561518,0.2,5,0.45,var0.25
dog,exact match dist,exact match eval,SAD,0.781733746130031,0.7810117494670605,0.7819735675081765,0.2,5,0.45,var0.25
dog,exact match dist,exact match eval,ORACLE,1.0,1.0,1.0,0.2,5,0.45,var0.25
dog,exact match dist,exact match eval,DEM,0.7879256965944272,0.787806089842756,0.7879669363957761,0.2,5,0.45,var0.25
dog,exact match dist,exact match eval,RANDOM,0.4984520123839009,0.4931985532105441,0.4986405469901728,0.2,5,0.45,var0.25
dog,exact match dist,exact match eval,MAS,0.9271317829457364,0.9267537946772076,0.9271512614914359,0.2,1,0.5,var0.25
dog,exact match dist,exact match eval,BAU,0.8775193798449612,0.8768759383605492,0.8775858970638526,0.2,1,0.5,var0.25
dog,exact match dist,exact match eval,SAD,0.8465116279069768,0.8466201202206873,0.846479484877654,0.2,1,0.5,var0.25
dog,exact match dist,exact match eval,ORACLE,1.0,1.0,1.0,0.2,1,0.5,var0.25
dog,exact match dist,exact match eval,DEM,0.8744186046511628,0.8743274407169639,0.8743571147036721,0.2,1,0.5,var0.25
dog,exact match dist,exact match eval,RANDOM,0.5348837209302325,0.5343356086098725,0.5347141079180481,0.2,1,0.5,var0.25
dog,exact match dist,exact match eval,MAS,0.9147286821705426,0.91468760255631,0.9147129448605331,0.2,2,0.5,var0.25
dog,exact match dist,exact match eval,BAU,0.8790697674418605,0.8792632832585657,0.8790511619440988,0.2,2,0.5,var0.25
dog,exact match dist,exact match eval,SAD,0.8356589147286821,0.8354529231153881,0.835781107403214,0.2,2,0.5,var0.25
dog,exact match dist,exact match eval,ORACLE,1.0,1.0,1.0,0.2,2,0.5,var0.25
dog,exact match dist,exact match eval,DEM,0.862015503875969,0.862258003834316,0.8618024511611213,0.2,2,0.5,var0.25
dog,exact match dist,exact match eval,RANDOM,0.48992248062015503,0.4857993696985258,0.4902684690904708,0.2,2,0.5,var0.25
dog,exact match dist,exact match eval,MAS,0.8790697674418605,0.8778532250736675,0.8789901254757194,0.2,1,0.55,var0.25
dog,exact match dist,exact match eval,BAU,0.8124031007751938,0.8111216704118658,0.8125834390626329,0.2,1,0.55,var0.25
dog,exact match dist,exact match eval,SAD,0.8108527131782945,0.8085687004603745,0.8110597161073578,0.2,1,0.55,var0.25
dog,exact match dist,exact match eval,ORACLE,0.9984496124031008,0.9982536843001959,0.9984498765461448,0.2,1,0.55,var0.25
dog,exact match dist,exact match eval,DEM,0.8232558139534883,0.8220775945589005,0.8234366645166877,0.2,1,0.55,var0.25
dog,exact match dist,exact match eval,RANDOM,0.4744186046511628,0.4734305643339044,0.4740229088983914,0.2,1,0.55,var0.25
dog,exact match dist,exact match eval,MAS,0.8744186046511628,0.8729293962991476,0.874514032390323,0.2,2,0.55,var0.25
dog,exact match dist,exact match eval,BAU,0.8015503875968992,0.7992229435111669,0.8016782044181524,0.2,2,0.55,var0.25
dog,exact match dist,exact match eval,SAD,0.7875968992248062,0.7869237750611726,0.7878728458061537,0.2,2,0.55,var0.25
dog,exact match dist,exact match eval,ORACLE,1.0,1.0,1.0,0.2,2,0.55,var0.25
dog,exact match dist,exact match eval,DEM,0.813953488372093,0.8135002362299582,0.8144642958194515,0.2,2,0.55,var0.25
dog,exact match dist,exact match eval,RANDOM,0.5147286821705427,0.5114672244729982,0.515580140714358,0.2,2,0.55,var0.25
dog,exact match dist,exact match eval,MAS,0.9782945736434109,0.9781310369226857,0.9782514381220732,0.2,1,0.6,var0.25
dog,exact match dist,exact match eval,BAU,0.9534883720930233,0.954313078361686,0.9534491206289301,0.2,1,0.6,var0.25
dog,exact match dist,exact match eval,SAD,0.9085271317829458,0.9081849506070455,0.9087036892166585,0.2,1,0.6,var0.25
dog,exact match dist,exact match eval,ORACLE,1.0,1.0,1.0,0.2,1,0.6,var0.25
dog,exact match dist,exact match eval,DEM,0.9193798449612403,0.9189961007434652,0.9194310134236746,0.2,1,0.6,var0.25
dog,exact match dist,exact match eval,RANDOM,0.6,0.5975938880513821,0.5993660765461603,0.2,1,0.6,var0.25
dog,exact match dist,exact match eval,MAS,0.9720930232558139,0.9725170345472778,0.9720690553436971,0.2,2,0.6,var0.25
dog,exact match dist,exact match eval,BAU,0.9503875968992248,0.9511220830899363,0.9503418255353132,0.2,2,0.6,var0.25
dog,exact match dist,exact match eval,SAD,0.896124031007752,0.8962658784139825,0.8962902031168094,0.2,2,0.6,var0.25
dog,exact match dist,exact match eval,ORACLE,1.0,1.0,1.0,0.2,2,0.6,var0.25
dog,exact match dist,exact match eval,DEM,0.9193798449612403,0.9195534190440953,0.9193627893629117,0.2,2,0.6,var0.25
dog,exact match dist,exact match eval,RANDOM,0.5891472868217055,0.588058322876662,0.5893544443628937,0.2,2,0.6,var0.25
dog,exact match dist,exact match eval,MAS,0.9922480620155039,0.9920524325461231,0.9922430134100715,0.2,1,0.65,var0.25
dog,exact match dist,exact match eval,BAU,0.9689922480620154,0.9679009721754714,0.9689562488711913,0.2,1,0.65,var0.25
dog,exact match dist,exact match eval,SAD,0.9488372093023256,0.9492220912885119,0.9488038376164468,0.2,1,0.65,var0.25
dog,exact match dist,exact match eval,ORACLE,1.0,1.0,1.0,0.2,1,0.65,var0.25
dog,exact match dist,exact match eval,DEM,0.9550387596899225,0.955614133730063,0.9550356280554427,0.2,1,0.65,var0.25
dog,exact match dist,exact match eval,RANDOM,0.6511627906976745,0.6516497607141223,0.6511041294975668,0.2,1,0.65,var0.25
dog,exact match dist,exact match eval,MAS,0.9906976744186047,0.9903476139348693,0.9907035795050324,0.2,2,0.65,var0.25
dog,exact match dist,exact match eval,BAU,0.9612403100775194,0.96002713670305,0.961185166543573,0.2,2,0.65,var0.25
dog,exact match dist,exact match eval,SAD,0.9472868217054263,0.9471500843849184,0.9472705000350808,0.2,2,0.65,var0.25
dog,exact match dist,exact match eval,ORACLE,1.0,1.0,1.0,0.2,2,0.65,var0.25
dog,exact match dist,exact match eval,DEM,0.951937984496124,0.9517739273927392,0.951914865905195,0.2,2,0.65,var0.25
dog,exact match dist,exact match eval,RANDOM,0.6232558139534884,0.6193698898982747,0.623506675495712,0.2,2,0.65,var0.25
dog,exact match dist,exact match eval,MAS,1.0,1.0,1.0,0.2,1,0.75,var0.25
dog,exact match dist,exact match eval,BAU,0.993798449612403,0.9936900009059713,0.9938108075330483,0.2,1,0.75,var0.25
dog,exact match dist,exact match eval,SAD,0.993798449612403,0.994154930670329,0.9938009256226701,0.2,1,0.75,var0.25
