task,dist_fn,eval_fn,method,acc,f1_macro,f1_weighted,supervision_amt,fold,noise,suffix
face,exact match dist,exact match eval,MAS,0.9982876712328768,0.9982876511499712,0.9982876511499713,0.0,,0.45,var0.25
face,exact match dist,exact match eval,BAU,1.0,1.0,1.0,0.0,,0.45,var0.25
face,exact match dist,exact match eval,SAD,0.8852739726027398,0.8848666563695081,0.8848666563695081,0.0,,0.45,var0.25
face,exact match dist,exact match eval,ORACLE,1.0,1.0,1.0,0.0,,0.45,var0.25
face,exact match dist,exact match eval,DEM,0.922945205479452,0.922771517377528,0.9227715173775279,0.0,,0.45,var0.25
face,exact match dist,exact match eval,RANDOM,0.535958904109589,0.5363113108811176,0.5363113108811175,0.0,,0.45,var0.25
face,exact match dist,exact match eval,MAS,0.8065068493150684,0.8063486479617875,0.8063486479617875,0.0,,0.5,var0.05
face,exact match dist,exact match eval,BAU,0.5428082191780822,0.542184265010352,0.542184265010352,0.0,,0.5,var0.05
face,exact match dist,exact match eval,SAD,0.7893835616438356,0.7891899924159926,0.7891899924159926,0.0,,0.5,var0.05
face,exact match dist,exact match eval,ORACLE,1.0,1.0,1.0,0.0,,0.5,var0.05
face,exact match dist,exact match eval,DEM,0.797945205479452,0.7974779597913191,0.7974779597913191,0.0,,0.5,var0.05
face,exact match dist,exact match eval,RANDOM,0.5188356164383562,0.5178101807701795,0.5178101807701795,0.0,,0.5,var0.05
face,exact match dist,exact match eval,MAS,0.7345890410958904,0.7337384367045384,0.7337384367045384,0.0,,0.5,var0.15
face,exact match dist,exact match eval,BAU,0.6095890410958904,0.6092004104915496,0.6092004104915495,0.0,,0.5,var0.15
face,exact match dist,exact match eval,SAD,0.7003424657534246,0.6997502156139556,0.6997502156139556,0.0,,0.5,var0.15
face,exact match dist,exact match eval,ORACLE,0.9931506849315068,0.9931444370560913,0.9931444370560913,0.0,,0.5,var0.15
face,exact match dist,exact match eval,DEM,0.6763698630136986,0.6753646349060332,0.6753646349060332,0.0,,0.5,var0.15
face,exact match dist,exact match eval,RANDOM,0.4383561643835616,0.43757813363756826,0.4375781336375682,0.0,,0.5,var0.15
face,exact match dist,exact match eval,MAS,0.9383561643835616,0.9383604179478563,0.9383604179478562,0.0,,0.5,var0.25
face,exact match dist,exact match eval,BAU,0.7791095890410958,0.778903903903904,0.7789039039039038,0.0,,0.5,var0.25
face,exact match dist,exact match eval,SAD,0.8886986301369864,0.8889014261590192,0.888901426159019,0.0,,0.5,var0.25
face,exact match dist,exact match eval,ORACLE,1.0,1.0,1.0,0.0,,0.5,var0.25
face,exact match dist,exact match eval,DEM,0.916095890410959,0.9162869254763799,0.9162869254763797,0.0,,0.5,var0.25
face,exact match dist,exact match eval,RANDOM,0.5753424657534246,0.5755744007883307,0.5755744007883307,0.0,,0.5,var0.25
face,exact match dist,exact match eval,MAS,0.9006849315068494,0.9009235591828552,0.9009235591828553,0.0,,0.6,var0.05
face,exact match dist,exact match eval,BAU,0.672945205479452,0.6727553620165994,0.6727553620165992,0.0,,0.6,var0.05
face,exact match dist,exact match eval,SAD,0.898972602739726,0.8992170268181223,0.8992170268181222,0.0,,0.6,var0.05
face,exact match dist,exact match eval,ORACLE,1.0,1.0,1.0,0.0,,0.6,var0.05
face,exact match dist,exact match eval,DEM,0.9023972602739726,0.9027256333241029,0.902725633324103,0.0,,0.6,var0.05
face,exact match dist,exact match eval,RANDOM,0.6147260273972602,0.61413728526007,0.61413728526007,0.0,,0.6,var0.05
face,exact match dist,exact match eval,MAS,0.9623287671232876,0.9622347526624172,0.9622347526624171,0.0,,0.6,var0.15
face,exact match dist,exact match eval,BAU,0.8253424657534246,0.8251857354954275,0.8251857354954273,0.0,,0.6,var0.15
face,exact match dist,exact match eval,SAD,0.9332191780821918,0.9331085690553124,0.9331085690553126,0.0,,0.6,var0.15
face,exact match dist,exact match eval,ORACLE,1.0,1.0,1.0,0.0,,0.6,var0.15
face,exact match dist,exact match eval,DEM,0.8972602739726028,0.8972761238156018,0.8972761238156018,0.0,,0.6,var0.15
face,exact match dist,exact match eval,RANDOM,0.6335616438356164,0.6333857759056942,0.6333857759056942,0.0,,0.6,var0.15
face,exact match dist,exact match eval,MAS,0.9554794520547946,0.9554791508112128,0.955479150811213,0.0,,0.6,var0.25
face,exact match dist,exact match eval,BAU,0.8904109589041096,0.8901332035957237,0.8901332035957235,0.0,,0.6,var0.25
face,exact match dist,exact match eval,SAD,0.9143835616438356,0.9144112217281011,0.9144112217281012,0.0,,0.6,var0.25
face,exact match dist,exact match eval,ORACLE,1.0,1.0,1.0,0.0,,0.6,var0.25
face,exact match dist,exact match eval,DEM,0.9297945205479452,0.9299069122598533,0.9299069122598532,0.0,,0.6,var0.25
face,exact match dist,exact match eval,RANDOM,0.5873287671232876,0.5870915820298735,0.5870915820298735,0.0,,0.6,var0.25
