task,mae,mse
weather_ordinal,0.12951807228915663,0.15060240963855423
adult_ordinal,0.2893081761006289,0.389937106918239
weather_ordinal,0.10993975903614457,0.125
adult_ordinal,0.2672955974842767,0.34276729559748426
