task,mae,mse
similarity,3.3683,15.812
emotion,12.022,318.0995
population,21618.924,4189112112.9841
similarity,3.3683,15.812
similarity,3.3683,15.812
similarity,3.3683,15.812
similarity,0.8858333333333334,1.1959791666666666
similarity,0.8858333333333334,1.1959791666666666
similarity,0.8791666666666665,1.2374791666666662
similarity,0.8858333333333334,1.1959791666666666
similarity,0.8858333333333334,1.1959791666666666
