task,mae,mse
emotion,18.527662907268176,868.3910714285714
similarity,3.813,20.350329999999996
population,45365.28108006308,31538280660.228596
weather_ordinal,0.1822518969986522,0.21917513652750464
adult_ordinal,0.4233319680939087,0.5953229152546589
