task,mae,mse
similarity,3.5522,17.5572
emotion,12.1275,363.227
population,6290.0985,729542303.6041
similarity,3.5492,17.5422
similarity,3.548,17.5343
similarity,3.5421,17.5091
similarity,0.9453548057557003,1.290543467442047
similarity,0.9417033198402929,1.2831248825471953
similarity,0.9674999999999998,1.3641458333333327
similarity,0.9378106685951816,1.2946841692436706
similarity,0.9331534149116205,1.2646611299622792
