1,7
2,2
3,0
4,0
5,1
6,2
7,0
8,2
9,7
10,2
11,0
12,0
13,0
14,0
15,0
16,2
17,0
18,0
19,8
20,3
21,0
22,0
23,1
24,0
25,17
26,6
27,0
28,0
29,9
30,0
31,2
32,0
33,2
34,0
35,3
36,0
37,7
38,0
39,4
40,5
41,0
42,20
43,0
44,8
45,8
46,3
47,0
48,1
49,17
50,2
51,5
52,24
53,0
54,0
55,1
56,6
57,0
58,3
59,0
60,0
61,0
62,0
63,1
64,2
65,9
66,0
67,0
68,0
69,2
70,0
71,3
72,0
73,19
74,1
75,0
76,1
77,0
78,0
79,10
80,4
81,8
82,0
83,1
84,0
85,8
86,1
87,0
88,0
89,0
90,0
91,4
92,6
93,0
94,0
95,2
96,4
97,0
98,4
99,2
100,2
101,2
102,8
103,2
104,0
105,0
106,8
107,0
108,10
109,5
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,7
119,0
120,3
121,0
122,0
123,7
124,0
125,0
126,0
127,0
128,5
129,0
130,0
131,3
132,0
133,2
134,5
135,0
136,0
137,3
138,0
139,0
140,16
141,0
142,13
143,1
144,9
145,0
146,4
147,0
148,4
149,0
150,0
151,5
152,0
153,0
154,0
155,0
156,0
157,0
158,9
159,0
160,2
161,16
162,0
163,3
164,1
165,0
166,0
167,0
168,10
169,0
170,0
171,2
172,7
173,3
174,1
175,0
176,1
177,7
178,0
179,0
180,2
181,0
182,0
183,0
184,0
185,0
186,3
187,0
188,0
189,0
190,0
191,5
192,6
193,0
194,0
195,0
196,1
197,9
198,0
199,1
200,0
201,4
202,3
203,0
204,0
205,0
206,8
207,0
208,15
209,0
210,11
211,0
212,1
213,0
214,0
215,0
216,7
217,0
218,5
219,5
220,11
221,0
222,1
223,0
224,8
225,13
226,3
227,0
228,1
229,19
230,0
231,2
232,0
233,15
234,2
235,28
236,0
237,8
238,0
239,0
240,0
241,0
242,8
243,2
244,12
245,6
246,11
247,0
248,20
249,30
250,0
251,4
252,1
253,1
254,0
255,0
256,5
257,0
258,18
259,0
260,0
261,0
262,0
263,24
264,0
265,0
266,0
267,3
268,0
269,0
270,0
271,0
272,25
273,0
274,1
275,0
276,0
277,0
278,0
279,9
280,3
281,2
282,0
283,17
284,0
285,2
286,2
287,0
288,0
289,0
290,0
291,0
292,15
293,0
294,5
295,0
296,0
297,0
298,0
299,0
300,5
301,0
302,0
303,2
304,6
305,0
306,0
307,13
308,0
309,0
310,20
311,4
312,0
313,13
314,5
315,3
316,0
317,7
318,0
319,4
320,8
321,18
322,7
323,0
324,32
325,0
326,0
327,0
328,0
329,9
330,10
331,0
332,44
333,0
334,0
335,10
336,25
337,2
338,0
339,17
340,0
341,16
342,0
343,21
344,0
345,10
346,0
347,35
348,8
349,2
350,13
351,0
352,8
353,0
354,4
355,7
356,6
357,37
358,0
359,2
360,7
361,2
362,5
363,2
364,2
365,0
366,0
367,5
368,3
369,15
370,3
371,0
372,1
373,0
374,11
375,5
376,0
377,5
378,10
379,2
380,0
381,3
382,0
383,8
384,7
385,0
386,0
387,16
388,6
389,12
390,3
391,0
392,3
393,27
394,8
395,0
396,0
397,4
398,0
399,0
400,17
401,1
402,0
403,0
404,2
405,6
406,2
407,0
408,1
409,2
410,2
411,0
412,3
413,0
414,0
415,0
416,3
417,4
418,1
419,2
420,7
421,0
422,0
423,9
424,0
425,0
426,2
427,0
428,9
429,6
430,0
431,2
432,0
433,4
434,0
435,8
436,0
437,1
438,0
439,1
440,9
441,0
442,2
443,3
444,17
445,10
446,9
447,0
448,14
449,0
450,11
451,8
452,3
453,21
454,8
455,8
456,1
457,0
458,5
459,0
460,6
461,11
462,0
463,3
464,2
465,30
466,2
467,0
468,2
469,0
470,0
471,0
472,3
473,3
474,9
475,0
476,0
477,0
478,2
479,6
480,1
481,3
482,0
483,4
484,0
485,3
486,4
487,0
488,0
489,0
490,0
491,0
492,8
493,0
494,4
495,15
496,0
497,0
498,4
499,4
500,2
501,1
502,0
503,2
504,6
505,5
506,17
507,4
508,2
509,2
510,4
511,2
512,1
513,14
514,3
515,10
516,4
517,4
518,13
519,2
520,0
521,15
522,4
523,7
524,0
525,1
526,3
527,9
528,2
529,4
530,1
531,15
532,15
533,0
534,0
535,4
536,0
537,2
538,9
539,2
540,7
541,14
542,9
543,2
544,12
545,17
546,6
547,7
548,5
549,14
550,0
551,0
552,18
553,4
554,4
555,12
556,12
557,0
558,0
559,16
560,11
561,2
562,2
563,9
564,2
565,3
566,4
567,6
568,1
569,1
570,3
571,1
572,3
573,17
574,9
575,2
576,4
577,1
578,7
579,3
580,10
581,5
582,13
583,8
584,9
585,3
586,17
587,21
588,7
589,4
590,4
591,6
592,5
593,25
594,1
595,9
596,7
597,5
598,2
599,4
600,12
601,6
602,6
603,5
604,7
605,2
606,1
607,13
608,7
609,4
610,11
611,11
612,0
613,1
614,6
615,4
616,0
617,2
618,1
619,14
620,4
621,18
622,11
623,3
624,29
625,2
626,20
627,0
628,2
629,2
630,8
631,2
632,51
633,1
634,7
635,2
636,21
637,4
638,4
639,21
640,6
641,8
642,24
643,4
644,9
645,3
646,6
647,7
648,10
649,3
650,10
651,3
652,1
653,2
654,4
655,4
656,6
657,10
658,4
659,2
660,18
661,12
662,7
663,19
664,8
665,36
666,1
667,5
668,13
669,10
670,12
671,0
672,4
673,4
674,2
675,13
676,2
677,2
678,9
679,9
680,4
681,18
682,14
683,4
684,6
685,7
686,13
687,10
688,3
689,21
690,6
691,6
692,2
693,19
694,2
695,4
696,3
697,12
698,15
699,2
700,0
