boy lad,0.887588245669594
tool implement,2.2581474662786993
gem jewel,0.5639933858900275
brother monk,0.9140066839173215
lad wizard,0.48739641154846636
brother lad,0.17859938376380935
monk slave,1.7032852365210343
automobile car,0.26366460584178775
forest graveyard,1.167628669479035
asylum madhouse,0.669871900453554
cemetery woodland,1.0805322803367545
midday noon,0.19137634257275593
bird cock,1.2179971752247676
crane implement,0.22432665081182934
food fruit,1.0101781576358313
coast hill,0.9350185697958677
bird crane,0.8034911849930761
food rooster,0.3018044993915492
furnace stove,0.3991420901554399
monk oracle,1.333501574498225
noon string,2.3441222647860176
magician wizard,0.6135084568399751
shore woodland,0.6946348286927755
rooster voyage,0.7968466934923973
journey voyage,0.37279806918089875
car journey,0.7492400884414998
glass magician,0.5446331059224554
coast forest,1.2403923037461877
cord smile,2.523587428819358
coast shore,1.840280532143428
