boy lad,0.8519499683793708
tool implement,2.2541762321183176
gem jewel,0.6352235113723133
brother monk,1.0865012551052615
lad wizard,0.3985191735856839
brother lad,0.4579157760117445
monk slave,2.035238190765311
automobile car,0.2265343374069282
forest graveyard,1.300143070617107
asylum madhouse,0.6880440674465831
cemetery woodland,1.2184094177555918
midday noon,0.22902203530662923
bird cock,1.171930692086887
crane implement,0.09780259164401439
food fruit,0.9701109610249645
coast hill,0.8128786839243465
bird crane,0.7964987975164384
food rooster,0.23852520351565687
furnace stove,0.7018176286029734
monk oracle,1.4328704347835233
noon string,2.278068674246714
magician wizard,0.6045264926740685
shore woodland,0.18982513638221388
rooster voyage,0.7280686742467145
journey voyage,0.2652970589255901
car journey,0.8013203610649073
glass magician,1.1265352279366665
coast forest,1.8549338153259147
cord smile,2.4296030117251086
coast shore,1.8019500067526142
