task,mae,mse
emotion,19.377142857142857,971.48
similarity,3.3749999999999996,16.245596666666664
population,20719.010135135137,13287550638.505068
similarity,3.5697,18.3989
similarity,3.2837,16.6083
similarity,3.6057,17.9029
similarity,2.0075,6.1808125
similarity,2.1441666666666666,7.014145833333332
similarity,1.9558333333333333,5.474145833333333
similarity,2.5274999999999994,8.545812500000002
similarity,2.4008333333333334,8.319145833333332
similarity,1.8641666666666663,4.934145833333333
