task,mae,mse
weather_ordinal,0.16415662650602408,0.18825301204819278
adult_ordinal,0.41823899371069184,0.6635220125786163
weather_ordinal,0.18072289156626506,0.21084337349397592
adult_ordinal,0.4276729559748428,0.7232704402515723
