task,mae,mse
adult,0.2912912912912913,0.4114114114114114
weather,0.09473684210526316,0.10977443609022557
adult,0.3081761006289308,0.4339622641509434
adult,0.3050314465408805,0.42452830188679247
adult,0.3050314465408805,0.4308176100628931
adult,0.3050314465408805,0.4308176100628931
adult,0.0,0.0
adult,0.3113207547169811,0.4308176100628931
adult_ordinal,0.3113207547169811,0.4308176100628931
weather_ordinal,0.08433734939759036,0.0963855421686747
