task,level,fold,noise_level,accuracy,f1
weather_ordinal,0.2,1,0.35,0.480225988700565,0.479727592763314
weather_ordinal,0.2,2,0.35,0.4821092278719397,0.4818899972610861
weather_ordinal,0.2,3,0.35,0.4915254237288136,0.4905327131534619
weather_ordinal,0.2,4,0.35,0.4896421845574388,0.49008481094018685
weather_ordinal,0.2,5,0.35,0.5169172932330827,0.5180891316990868
weather_ordinal,0.8,1,0.35,0.5112781954887218,0.5123820065749974
weather_ordinal,0.8,2,0.35,0.5939849624060151,0.5948638003929082
weather_ordinal,0.8,3,0.35,0.5263157894736842,0.5224089967151851
weather_ordinal,0.8,4,0.35,0.5714285714285714,0.5731224575600221
weather_ordinal,0.8,5,0.35,0.5757575757575758,0.5756699421747324
weather_ordinal,0.0,0,0.35,0.44879518072289154,0.44876492049989
weather_ordinal,0.2,1,0.45,0.4990583804143126,0.49599125859321
weather_ordinal,0.2,2,0.45,0.5216572504708098,0.521719508313239
weather_ordinal,0.2,3,0.45,0.5291902071563088,0.5283105850547508
weather_ordinal,0.2,4,0.45,0.4858757062146893,0.4866778812304327
weather_ordinal,0.2,5,0.45,0.5225563909774437,0.519978973638487
weather_ordinal,0.8,1,0.45,0.5338345864661654,0.5343837358665451
weather_ordinal,0.8,2,0.45,0.6165413533834586,0.6155667669955733
weather_ordinal,0.8,3,0.45,0.5338345864661654,0.5327174560721222
weather_ordinal,0.8,4,0.45,0.5639097744360902,0.5627451674712685
weather_ordinal,0.8,5,0.45,0.5303030303030303,0.5237827013834512
weather_ordinal,0.0,0,0.45,0.46987951807228917,0.46895673517493747
weather_ordinal,0.2,1,0.55,0.5894538606403014,0.5897972432812357
weather_ordinal,0.2,2,0.55,0.6516007532956686,0.651193042798313
weather_ordinal,0.2,3,0.55,0.6195856873822976,0.6190368627977493
weather_ordinal,0.2,4,0.55,0.6252354048964218,0.625926435138103
weather_ordinal,0.2,5,0.55,0.631578947368421,0.6321975744673717
weather_ordinal,0.8,1,0.55,0.6390977443609023,0.6418016549334348
weather_ordinal,0.8,2,0.55,0.6842105263157895,0.6892998225147877
weather_ordinal,0.8,3,0.55,0.5789473684210527,0.5767737294010843
weather_ordinal,0.8,4,0.55,0.6691729323308271,0.6696795121907693
weather_ordinal,0.8,5,0.55,0.5909090909090909,0.5897974308300395
weather_ordinal,0.0,0,0.55,0.6159638554216867,0.6162936794670488
weather_ordinal,0.2,1,0.65,0.7156308851224106,0.7159051854159098
weather_ordinal,0.2,2,0.65,0.7156308851224106,0.7154619615575806
weather_ordinal,0.2,3,0.65,0.7080979284369114,0.7087601350851442
weather_ordinal,0.2,4,0.65,0.7231638418079096,0.723481978997134
weather_ordinal,0.2,5,0.65,0.7330827067669173,0.7327490974512204
weather_ordinal,0.8,1,0.65,0.7969924812030075,0.7970063216024414
weather_ordinal,0.8,2,0.65,0.7518796992481203,0.7532805227354099
weather_ordinal,0.8,3,0.65,0.7368421052631579,0.7379307564109456
weather_ordinal,0.8,4,0.65,0.7368421052631579,0.7381211257478727
weather_ordinal,0.8,5,0.65,0.7651515151515151,0.7658677045542601
weather_ordinal,0.0,0,0.65,0.713855421686747,0.7139286376754448
weather_ordinal,0.2,1,0.75,0.807909604519774,0.8079091554635689
weather_ordinal,0.2,2,0.75,0.7984934086629002,0.7981005727838518
weather_ordinal,0.2,3,0.75,0.7909604519774012,0.7905836621992727
weather_ordinal,0.2,4,0.75,0.7890772128060264,0.7890698739407427
weather_ordinal,0.2,5,0.75,0.7951127819548872,0.7958034119272022
weather_ordinal,0.8,1,0.75,0.8120300751879699,0.8095096897172508
weather_ordinal,0.8,2,0.75,0.7894736842105263,0.7887966046287421
weather_ordinal,0.8,3,0.75,0.8195488721804511,0.8197405945846011
weather_ordinal,0.8,4,0.75,0.8120300751879699,0.810679250065373
weather_ordinal,0.8,5,0.75,0.8106060606060606,0.809743978298714
weather_ordinal,0.0,0,0.75,0.7906626506024096,0.7908570436731708
weather_ordinal,0.2,1,0.85,0.8568738229755178,0.8571943665019446
weather_ordinal,0.2,2,0.85,0.8587570621468926,0.8588032150081403
weather_ordinal,0.2,3,0.85,0.8662900188323918,0.8662879168465616
weather_ordinal,0.2,4,0.85,0.8531073446327684,0.8533518526320265
weather_ordinal,0.2,5,0.85,0.8364661654135338,0.8364623759981504
weather_ordinal,0.8,1,0.85,0.8721804511278195,0.8729120521761904
weather_ordinal,0.8,2,0.85,0.8571428571428571,0.857208663982235
weather_ordinal,0.8,3,0.85,0.8571428571428571,0.8571512661246008
weather_ordinal,0.8,4,0.85,0.8796992481203008,0.8799433719564145
weather_ordinal,0.8,5,0.85,0.8560606060606061,0.8563662569276042
weather_ordinal,0.0,0,0.85,0.8614457831325302,0.8615136317018
weather_ordinal,0.2,1,0.95,0.9397363465160076,0.939699632681091
weather_ordinal,0.2,2,0.95,0.9322033898305084,0.9321801126193813
weather_ordinal,0.2,3,0.95,0.9529190207156308,0.9529158424122277
weather_ordinal,0.2,4,0.95,0.943502824858757,0.9434949086821938
weather_ordinal,0.2,5,0.95,0.9379699248120301,0.9379834761256133
weather_ordinal,0.8,1,0.95,0.9624060150375939,0.9625320151325532
weather_ordinal,0.8,2,0.95,0.9323308270676691,0.9323131962784342
weather_ordinal,0.8,3,0.95,0.9323308270676691,0.9321629134871919
weather_ordinal,0.8,4,0.95,0.924812030075188,0.9248761128663282
weather_ordinal,0.8,5,0.95,0.9393939393939394,0.9389021608347992
weather_ordinal,0.0,0,0.95,0.9397590361445783,0.9397346147750678
