task,mae,mse
emotion,12.022,318.09954285714286
population,21618.923952367546,4189112112.984055
adult_ordinal,0.3533052758598935,0.30272323283777475
weather_ordinal,0.16414706444826926,0.09110603174223728
similarity,0.8858333333333334,1.1959791666666664
