task,mae,mse
emotion,13.529285714285715,452.1617857142857
population,3336.7262105855857,125424599.3961911
adult_ordinal,0.300314465408805,0.38757861635220126
weather_ordinal,0.08734939759036145,0.08358433734939759
similarity,1.3058333333333332,2.4441458333333332
